OBJECTID,Shape,Join_Count,TARGET_FID,PIN,PIN2,PTRACT2,GPIN,Parcel_Tex,Parts,SUB_NAME,DEED_AC,ACTIVE,EXPIRY,Last,ACC_NO,class,TCSD,SHARE_TC,EDITDATE,EDITBY,EDITTYPE,TRANSACTIO,TRANSACT_1,TRATE_ID,YearFor,Fire_Dist,Calc_Acrea,Parcel_Not,TAZ_Model_,Possible_Z,Common_Nam,Common_N_1,GPS_Y_N,GPS_Year,Calc_Acr_1,Calc_Acr_2,Data_year,ORIG_FID,AccountNumber,TaxMap,GPIN,LUC_2022,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,UserAccoun,LandUseCod2018
1476,Point,1,1482, ,58-54-3-122-0,58-32-3-50-0,7725-01-6387,6387,1,Mosaic at West Creek Sec III,0.191,12/10/2021,<Null>,7725-01-9587,21264,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.190863, , ,23238, , , , ,0.000137,0,2022,16743,21264,58-54-3-122-0,<Null>,SNGL FAM URB,0.191,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1477,Point,1,1483, ,58-54-3-116-0,58-32-3-50-0,7725-01-9470,9470,1,Mosaic at West Creek Sec III,0.09,12/10/2021,<Null>,7725-01-9587,21258,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.090345, , ,23238, , , , ,-0.000345,0,2022,16744,21258,58-54-3-116-0,<Null>,SNGL FAM URB,0.09,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1478,Point,1,1484, ,58-54-3-114-0,58-32-3-50-0,7725-01-9485,9485,1,Mosaic at West Creek Sec III,0.095,12/10/2021,<Null>,7725-01-9587,21256,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.094515, , ,23238, , , , ,0.000485,0,2022,16745,21256,58-54-3-114-0,<Null>,SNGL FAM URB,0.095,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1479,Point,1,1485, ,58-54-3-124-0,58-32-3-50-0,7725-01-6494,6494,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21266,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086759, , ,23238, , , , ,0.000241,0,2022,16746,21266,58-54-3-124-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1480,Point,1,1486, ,58-54-3-121-0,58-32-3-50-0,7725-01-7481,7481,1,Mosaic at West Creek Sec III,0.154,12/10/2021,<Null>,7725-01-9587,21263,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.153824, , ,23238, , , , ,0.000176,0,2022,16747,21263,58-54-3-121-0,<Null>,SNGL FAM URB,0.154,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1481,Point,1,1487, ,58-54-3-145-0,58-32-3-50-0,7725-12-1025,1025,1,Mosaic at West Creek Sec III,0.085,12/10/2021,<Null>,7725-01-9587,21287,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.085398, , ,23238, , , , ,-0.000398,0,2022,16748,21287,58-54-3-145-0,<Null>,SNGL FAM URB,0.085,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1482,Point,1,1488, ,58-54-3-146-0,58-32-3-50-0,7725-12-1047,1047,1,Mosaic at West Creek Sec III,0.085,12/10/2021,<Null>,7725-01-9587,21288,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.085414, , ,23238, , , , ,-0.000414,0,2022,16749,21288,58-54-3-146-0,<Null>,SNGL FAM URB,0.085,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1483,Point,1,1489, ,58-54-3-134-0,58-32-3-50-0,7725-01-9713,9713,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21276,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086777, , ,23238, , , , ,0.000223,0,2022,16750,21276,58-54-3-134-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1484,Point,1,1490, ,58-54-3-136-0,58-32-3-50-0,7725-01-9757,9757,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21278,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086777, , ,23238, , , , ,0.000223,0,2022,16751,21278,58-54-3-136-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1485,Point,1,1491, ,58-54-3-135-0,58-32-3-50-0,7725-01-9735,9735,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21277,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086777, , ,23238, , , , ,0.000223,0,2022,16752,21277,58-54-3-135-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1486,Point,1,1492, ,58-54-3-133-0,58-32-3-50-0,7725-01-8791,8791,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21275,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086801, , ,23238, , , , ,0.000199,0,2022,16753,21275,58-54-3-133-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1487,Point,1,1493, ,58-54-3-142-0,58-32-3-50-0,7725-11-0973,973,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21284,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086834, , ,23238, , , , ,0.000166,0,2022,16754,21284,58-54-3-142-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1488,Point,1,1494, ,58-54-3-147-0,58-32-3-50-0,7725-12-1150,1150,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21289,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.087038, , ,23238, , , , ,-0.000038,0,2022,16755,21289,58-54-3-147-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1489,Point,1,1495, ,58-54-3-130-0,58-32-3-50-0,7725-01-8612,8612,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21272,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.087358, , ,23238, , , , ,-0.000358,0,2022,16756,21272,58-54-3-130-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1490,Point,1,1496, ,58-54-3-139-0,58-32-3-50-0,7725-11-0836,836,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21281,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.087415, , ,23238, , , , ,-0.000415,0,2022,16757,21281,58-54-3-139-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1491,Point,1,1497, ,58-54-3-141-0,58-32-3-50-0,7725-11-0961,961,1,Mosaic at West Creek Sec III,0.088,12/10/2021,<Null>,7725-01-9587,21283,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.08759, , ,23238, , , , ,0.00041,0,2022,16758,21283,58-54-3-141-0,<Null>,SNGL FAM URB,0.088,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1492,Point,1,1498, ,58-54-3-129-0,58-32-3-50-0,7725-01-7690,7690,1,Mosaic at West Creek Sec III,0.088,12/10/2021,<Null>,7725-01-9587,21271,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.087694, , ,23238, , , , ,0.000306,0,2022,16759,21271,58-54-3-129-0,<Null>,SNGL FAM URB,0.088,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1493,Point,1,1499, ,58-54-3-140-0,58-32-3-50-0,7725-11-0858,858,1,Mosaic at West Creek Sec III,0.088,12/10/2021,<Null>,7725-01-9587,21282,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.088037, , ,23238, , , , ,-0.000037,0,2022,16760,21282,58-54-3-140-0,<Null>,SNGL FAM URB,0.088,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1494,Point,1,1500, ,58-54-3-128-0,58-32-3-50-0,7725-01-7578,7578,1,Mosaic at West Creek Sec III,0.088,12/10/2021,<Null>,7725-01-9587,21270,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.088331, , ,23238, , , , ,-0.000331,0,2022,16761,21270,58-54-3-128-0,<Null>,SNGL FAM URB,0.088,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1495,Point,1,1501, ,58-54-3-148-0,58-32-3-50-0,7725-12-1162,1162,1,Mosaic at West Creek Sec III,0.089,12/10/2021,<Null>,7725-01-9587,21290,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.088615, , ,23238, , , , ,0.000385,0,2022,16762,21290,58-54-3-148-0,<Null>,SNGL FAM URB,0.089,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1496,Point,1,1502, ,58-54-3-127-0,58-32-3-50-0,7725-01-7556,7556,1,Mosaic at West Creek Sec III,0.089,12/10/2021,<Null>,7725-01-9587,21269,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.089202, , ,23238, , , , ,-0.000202,0,2022,16763,21269,58-54-3-127-0,<Null>,SNGL FAM URB,0.089,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1497,Point,1,1503, ,58-54-3-126-0,58-32-3-50-0,7725-01-7534,7534,1,Mosaic at West Creek Sec III,0.135,12/10/2021,<Null>,7725-01-9587,21268,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.134704, , ,23238, , , , ,0.000296,0,2022,16764,21268,58-54-3-126-0,<Null>,SNGL FAM URB,0.135,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1498,Point,1,1504, ,58-54-3-149-0,58-32-3-50-0,7725-12-1195,1195,1,Mosaic at West Creek Sec III,0.136,12/10/2021,<Null>,7725-01-9587,21291,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.135543, , ,23238, , , , ,0.000457,0,2022,16765,21291,58-54-3-149-0,<Null>,SNGL FAM URB,0.136,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1499,Point,1,1505, ,58-54-3-137-0,58-32-3-50-0,7725-01-9870,9870,1,Mosaic at West Creek Sec III,0.136,12/10/2021,<Null>,7725-01-9587,21279,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.136364, , ,23238, , , , ,-0.000364,0,2022,16766,21279,58-54-3-137-0,<Null>,SNGL FAM URB,0.136,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1500,Point,1,1506, ,58-54-3-143-0,58-32-3-50-0,7725-11-0997,997,1,Mosaic at West Creek Sec III,0.136,12/10/2021,<Null>,7725-01-9587,21285,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.13641, , ,23238, , , , ,-0.00041,0,2022,16767,21285,58-54-3-143-0,<Null>,SNGL FAM URB,0.136,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1501,Point,1,1507, ,58-54-3-132-0,58-32-3-50-0,7725-01-8678,8678,1,Mosaic at West Creek Sec III,0.137,12/10/2021,<Null>,7725-01-9587,21274,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.136988, , ,23238, , , , ,0.000012,0,2022,16768,21274,58-54-3-132-0,<Null>,SNGL FAM URB,0.137,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1502,Point,1,1508, ,58-54-3-131-0,58-32-3-50-0,7725-01-8645,8645,1,Mosaic at West Creek Sec III,0.137,12/10/2021,<Null>,7725-01-9587,21273,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.137319, , ,23238, , , , ,-0.000319,0,2022,16769,21273,58-54-3-131-0,<Null>,SNGL FAM URB,0.137,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1503,Point,1,1509, ,58-54-3-144-0,58-32-3-50-0,7725-12-1011,1011,1,Mosaic at West Creek Sec III,0.156,12/10/2021,<Null>,7725-01-9587,21286,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.156123, , ,23238, , , , ,-0.000123,0,2022,16770,21286,58-54-3-144-0,<Null>,SNGL FAM URB,0.156,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1504,Point,1,1510, ,58-54-3-138-0,58-32-3-50-0,7725-11-0803,803,1,Mosaic at West Creek Sec III,0.157,12/10/2021,<Null>,7725-01-9587,21280,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.157122, , ,23238, , , , ,-0.000122,0,2022,16771,21280,58-54-3-138-0,<Null>,SNGL FAM URB,0.157,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1505,Point,1,1511, ,58-54-3-5-A,58-32-3-50-0,7725-12-3110,3110,1,Mosaic at West Creek Sec III,0.271,12/10/2021,<Null>,7725-01-9587,21296,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.270517, , ,23238, , , , ,0.000483,0,2022,16772,21296,58-54-3-5-A,<Null>,Cmn Area/Open Spc,0.271,AC,0,0,0,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1506,Point,1,1512, ,58-54-3-83-0,58-32-3-50-0,7725-11-1478,1478,1,Mosaic at West Creek Sec III,0.141,12/10/2021,<Null>,7725-01-9587,21225,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.14067, , ,23238, , , , ,0.00033,0,2022,16773,21225,58-54-3-83-0,<Null>,SNGL FAM URB,0.141,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1507,Point,1,1513, ,58-54-3-82-0,58-32-3-50-0,7725-11-1326,1326,1,Mosaic at West Creek Sec III,0.194,12/10/2021,<Null>,7725-01-9587,21224,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.194237, , ,23238, , , , ,-0.000237,0,2022,16774,21224,58-54-3-82-0,<Null>,SNGL FAM URB,0.194,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1508,Point,1,1514, ,58-54-3-48-0,58-32-3-50-0,7725-01-6282,6282,1,Mosaic at West Creek Sec III,0.085,12/10/2021,<Null>,7725-01-9587,21190,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.085296, , ,23238, , , , ,-0.000296,0,2022,16775,21190,58-54-3-48-0,<Null>,SNGL FAM URB,0.085,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1509,Point,1,1515, ,58-54-3-43-0,58-32-3-50-0,7725-01-5204,5204,1,Mosaic at West Creek Sec III,0.086,12/10/2021,<Null>,7725-01-9587,21185,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.085839, , ,23238, , , , ,0.000161,0,2022,16776,21185,58-54-3-43-0,<Null>,SNGL FAM URB,0.086,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1510,Point,1,1516, ,58-54-3-58-0,58-32-3-50-0,7725-11-0159,159,1,Mosaic at West Creek Sec III,0.088,12/10/2021,<Null>,7725-01-9587,21200,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.088064, , ,23238, , , , ,-0.000064,0,2022,16777,21200,58-54-3-58-0,<Null>,SNGL FAM URB,0.088,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1511,Point,1,1517, ,58-54-3-36-0,58-32-3-50-0,7725-01-2266,2266,1,Mosaic at West Creek Sec III,0.089,12/10/2021,<Null>,7725-01-9587,21178,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.088532, , ,23238, , , , ,0.000468,0,2022,16778,21178,58-54-3-36-0,<Null>,SNGL FAM URB,0.089,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7724-09-8882,60 - AG > 100 AC
1512,Point,1,1518, ,58-54-3-62-0,58-32-3-50-0,7725-11-2117,2117,1,Mosaic at West Creek Sec III,0.089,12/10/2021,<Null>,7725-01-9587,21204,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.089495, , ,23238, , , , ,-0.000495,0,2022,16779,21204,58-54-3-62-0,<Null>,SNGL FAM URB,0.089,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1513,Point,1,1519, ,58-54-3-63-0,58-32-3-50-0,7725-11-2147,2147,1,Mosaic at West Creek Sec III,0.091,12/10/2021,<Null>,7725-01-9587,21205,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.090829, , ,23238, , , , ,0.000171,0,2022,16780,21205,58-54-3-63-0,<Null>,SNGL FAM URB,0.091,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1514,Point,1,1520, ,58-54-3-64-0,58-32-3-50-0,7725-11-2167,2167,1,Mosaic at West Creek Sec III,0.092,12/10/2021,<Null>,7725-01-9587,21206,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.092384, , ,23238, , , , ,-0.000384,0,2022,16781,21206,58-54-3-64-0,<Null>,SNGL FAM URB,0.092,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1515,Point,1,1521, ,58-54-3-70-0,58-32-3-50-0,7725-11-4175,4175,1,Mosaic at West Creek Sec III,0.093,12/10/2021,<Null>,7725-01-9587,21212,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.093359, , ,23238, , , , ,-0.000359,0,2022,16782,21212,58-54-3-70-0,<Null>,SNGL FAM URB,0.093,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1516,Point,1,1522, ,58-54-3-65-0,58-32-3-50-0,7725-11-2197,2197,1,Mosaic at West Creek Sec III,0.094,12/10/2021,<Null>,7725-01-9587,21207,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.094298, , ,23238, , , , ,-0.000298,0,2022,16783,21207,58-54-3-65-0,<Null>,SNGL FAM URB,0.094,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1517,Point,1,1523, ,58-54-3-39-0,58-32-3-50-0,7725-01-3256,3256,1,Mosaic at West Creek Sec III,0.096,12/10/2021,<Null>,7725-01-9587,21181,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.095541, , ,23238, , , , ,0.000459,0,2022,16784,21181,58-54-3-39-0,<Null>,SNGL FAM URB,0.096,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1518,Point,1,1524, ,58-54-3-68-0,58-32-3-50-0,7725-11-4116,4116,1,Mosaic at West Creek Sec III,0.096,12/10/2021,<Null>,7725-01-9587,21210,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.095801, , ,23238, , , , ,0.000199,0,2022,16785,21210,58-54-3-68-0,<Null>,SNGL FAM URB,0.096,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1519,Point,1,1525, ,58-54-3-47-0,58-32-3-50-0,7725-01-6252,6252,1,Mosaic at West Creek Sec III,0.097,12/10/2021,<Null>,7725-01-9587,21189,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.0966, , ,23238, , , , ,0.0004,0,2022,16786,21189,58-54-3-47-0,<Null>,SNGL FAM URB,0.097,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1520,Point,1,1526, ,58-54-3-44-0,58-32-3-50-0,7725-01-5233,5233,1,Mosaic at West Creek Sec III,0.098,12/10/2021,<Null>,7725-01-9587,21186,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.097559, , ,23238, , , , ,0.000441,0,2022,16787,21186,58-54-3-44-0,<Null>,SNGL FAM URB,0.098,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1521,Point,1,1527, ,58-54-3-53-0,58-32-3-50-0,7725-01-8271,8271,1,Mosaic at West Creek Sec III,0.098,12/10/2021,<Null>,7725-01-9587,21195,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.098155, , ,23238, , , , ,-0.000155,0,2022,16788,21195,58-54-3-53-0,<Null>,SNGL FAM URB,0.098,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1522,Point,1,1528, ,58-54-3-42-0,58-32-3-50-0,7725-01-4274,4274,1,Mosaic at West Creek Sec III,0.099,12/10/2021,<Null>,7725-01-9587,21184,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.099211, , ,23238, , , , ,-0.000211,0,2022,16789,21184,58-54-3-42-0,<Null>,SNGL FAM URB,0.099,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1523,Point,1,1529, ,58-54-3-49-0,58-32-3-50-0,7725-01-7212,7212,1,Mosaic at West Creek Sec III,0.099,12/10/2021,<Null>,7725-01-9587,21191,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.09948, , ,23238, , , , ,-0.00048,0,2022,16790,21191,58-54-3-49-0,<Null>,SNGL FAM URB,0.099,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1524,Point,1,1530, ,58-54-3-59-0,58-32-3-50-0,7725-11-0188,188,1,Mosaic at West Creek Sec III,0.1,12/10/2021,<Null>,7725-01-9587,21201,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.099871, , ,23238, , , , ,0.000129,0,2022,16791,21201,58-54-3-59-0,<Null>,SNGL FAM URB,0.1,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1525,Point,1,1531, ,58-54-3-37-0,58-32-3-50-0,7725-01-2296,2296,1,Mosaic at West Creek Sec III,0.101,12/10/2021,<Null>,7725-01-9587,21179,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.101416, , ,23238, , , , ,-0.000416,0,2022,16792,21179,58-54-3-37-0,<Null>,SNGL FAM URB,0.101,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7724-09-8882,60 - AG > 100 AC
1526,Point,1,1532, ,58-54-3-69-0,58-32-3-50-0,7725-11-4145,4145,1,Mosaic at West Creek Sec III,0.102,12/10/2021,<Null>,7725-01-9587,21211,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.101582, , ,23238, , , , ,0.000418,0,2022,16793,21211,58-54-3-69-0,<Null>,SNGL FAM URB,0.102,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1527,Point,1,1533, ,58-54-3-57-0,58-32-3-50-0,7725-11-0129,129,1,Mosaic at West Creek Sec III,0.102,12/10/2021,<Null>,7725-01-9587,21199,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.101913, , ,23238, , , , ,0.000087,0,2022,16794,21199,58-54-3-57-0,<Null>,SNGL FAM URB,0.102,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
